	Subject	Trial	Event Type	Code	trial_boolean(num)	condition_code(num)	condition_label(str)	Time	TTime	Uncertainty...10	Duration	Uncertainty...12	ReqTime	ReqDur	Stim Type	Pair Index
33	15434	17	Response	11	n/a	n/a	n/a	458838	8838	1	n/a	n/a	n/a	n/a	n/a	n/a
34	15434	19	Picture	trial_start	trial_start	n/a	n/a	480834	0	1	2667	7	0	next	other	0
35	15434	19	Sound	8; 45; C; sounds//bread.wav	8	45	C	481504	671	2	n/a	n/a	670	n/a	hit	37
36	15434	19	Picture	8; 40; C; pictures//nontarget//pizza.jpg	8	40	C	483500	2667	7	25667	7	2580	next	miss	0
37	15434	19	Response	21	n/a	n/a	n/a	498219	17385	1	n/a	n/a	n/a	n/a	n/a	n/a
38	15434	21	Picture	trial_start	trial_start	n/a	n/a	514334	0	1	667	7	0	next	other	0
39	15434	21	Picture	9; 50; No; pictures//target//sink.jpeg	9	50	No	515001	667	7	26000	7	580	next	miss	0
40	15434	21	Sound	9; 0; No; sounds//empty.wav	9	0	No	515004	670	2	n/a	n/a	670	n/a	hit	41
41	15434	21	Response	11	n/a	n/a	n/a	523177	8843	1	n/a	n/a	n/a	n/a	n/a	n/a
42	15434	23	Picture	trial_start	trial_start	n/a	n/a	546168	0	1	2667	7	0	next	other	0
43	15434	23	Sound	10; 45; C; sounds//pie.wav	10	45	C	546838	670	2	n/a	n/a	670	n/a	incorrect	45
44	15434	23	Picture	10; 40; C; pictures//target//cupcake.jpg	10	40	C	548835	2667	7	23666	7	2580	next	miss	0
45	15434	23	Response	2	n/a	n/a	n/a	568118	21950	1	n/a	n/a	n/a	n/a	n/a	n/a
46	15434	25	Picture	trial_start	trial_start	n/a	n/a	577668	0	1	667	7	0	next	other	0
47	15434	25	Picture	11; 10; UN_0; pictures//target//lipstick.jpg	11	10	UN_0	578335	667	7	25000	7	580	next	miss	0
48	15434	25	Sound	11; 0; UN_0; sounds//prison.wav	11	0	UN_0	578338	670	2	n/a	n/a	670	n/a	hit	49
49	15434	25	Response	11	n/a	n/a	n/a	596696	19027	1	n/a	n/a	n/a	n/a	n/a	n/a
50	15434	27	Picture	trial_start	trial_start	n/a	n/a	608502	0	1	2667	7	0	next	other	0
51	15434	27	Sound	12; 25; UN_200; sounds//freedom.wav	12	25	UN_200	609172	670	2	n/a	n/a	670	n/a	hit	53
52	15434	27	Picture	12; 20; UN_200; pictures//nontarget//worm.png	12	20	UN_200	611169	2667	7	23834	7	2580	next	miss	0
53	15434	27	Response	21	n/a	n/a	n/a	626166	17663	1	n/a	n/a	n/a	n/a	n/a	n/a
54	15434	29	Picture	trial_start	trial_start	n/a	n/a	640169	0	1	667	7	0	next	other	0
55	15434	29	Picture	13; 30; P; pictures//nontarget//Bow.jpg	13	30	P	640836	667	7	24834	7	580	next	miss	0
56	15434	29	Sound	13; 0; P; sounds//bone.wav	13	0	P	640839	670	2	n/a	n/a	670	n/a	incorrect	57
57	15434	29	Response	1	n/a	n/a	n/a	658285	18116	1	n/a	n/a	n/a	n/a	n/a	n/a
58	15434	31	Picture	trial_start	trial_start	n/a	n/a	670836	0	1	667	7	0	next	other	0
59	15434	31	Picture	14; 50; No; pictures//nontarget//giraffe.jpeg	14	50	No	671503	667	7	24834	7	580	next	miss	0
60	15434	31	Sound	14; 0; No; sounds//empty.wav	14	0	No	671506	670	1	n/a	n/a	670	n/a	hit	61
61	15434	31	Response	21	n/a	n/a	n/a	681288	10451	3	n/a	n/a	n/a	n/a	n/a	n/a
62	15434	33	Picture	trial_start	trial_start	n/a	n/a	701503	0	1	2667	7	0	next	other	0
63	15434	33	Sound	15; 25; UN_200; sounds//memory.wav	15	25	UN_200	702174	671	2	n/a	n/a	670	n/a	hit	65
64	15434	33	Picture	15; 20; UN_200; pictures//nontarget//lasangna.jpg	15	20	UN_200	704170	2667	7	23000	7	2580	next	miss	0
65	15434	33	Response	21	n/a	n/a	n/a	719524	18021	1	n/a	n/a	n/a	n/a	n/a	n/a
66	15434	35	Picture	trial_start	trial_start	n/a	n/a	732337	0	1	667	7	0	next	other	0
67	15434	35	Picture	16; 10; UN_0; pictures//target//ink.jpg	16	10	UN_0	733004	667	7	25000	7	580	next	miss	0
68	15434	35	Sound	16; 0; UN_0; sounds//needle.wav	16	0	UN_0	733007	670	2	n/a	n/a	670	n/a	hit	69
69	15434	35	Response	11	n/a	n/a	n/a	745145	12808	1	n/a	n/a	n/a	n/a	n/a	n/a
70	15434	37	Picture	trial_start	trial_start	n/a	n/a	763171	0	1	667	7	0	next	other	0
71	15434	37	Picture	17; 50; No; pictures//nontarget//vest.jpeg	17	50	No	763837	667	7	26000	7	580	next	miss	0
72	15434	37	Sound	17; 0; No; sounds//empty.wav	17	0	No	763841	670	1	n/a	n/a	670	n/a	hit	73
73	15434	37	Response	21	n/a	n/a	n/a	776883	13712	1	n/a	n/a	n/a	n/a	n/a	n/a
74	15434	39	Picture	trial_start	trial_start	n/a	n/a	795005	0	1	667	7	0	next	other	0
75	15434	39	Picture	18; 30; P; pictures//target//duck.jpg	18	30	P	795671	667	7	24834	7	580	next	miss	0
76	15434	39	Sound	18; 0; P; sounds//duchess.wav	18	0	P	795675	670	2	n/a	n/a	670	n/a	hit	77
77	15434	39	Response	11	n/a	n/a	n/a	804496	9491	1	n/a	n/a	n/a	n/a	n/a	n/a
78	15434	41	Picture	trial_start	trial_start	n/a	n/a	825672	0	1	2667	7	0	next	other	0
79	15434	41	Sound	19; 45; C; sounds//seat.wav	19	45	C	826342	670	1	n/a	n/a	670	n/a	hit	81
80	15434	41	Picture	19; 40; C; pictures//nontarget//bench.jpg	19	40	C	828338	2667	7	22834	7	2580	next	miss	0
81	15434	41	Response	21	n/a	n/a	n/a	850032	24360	1	n/a	n/a	n/a	n/a	n/a	n/a
82	15434	43	Picture	trial_start	trial_start	n/a	n/a	856339	0	1	2667	7	0	next	other	0
83	15434	43	Sound	20; 25; UN_200; sounds//speed.wav	20	25	UN_200	857009	670	2	n/a	n/a	670	n/a	hit	85
84	15434	43	Picture	20; 20; UN_200; pictures//target//bank.jpg	20	20	UN_200	859005	2667	7	22834	7	2580	next	miss	0
85	15434	43	Response	11	n/a	n/a	n/a	869472	13133	1	n/a	n/a	n/a	n/a	n/a	n/a
86	15434	45	Picture	trial_start	trial_start	n/a	n/a	887005	0	1	668	8	0	next	other	0
87	15434	45	Picture	21; 10; UN_0; pictures//nontarget//cave.jpg	21	10	UN_0	887672	668	7	25167	7	580	next	miss	0
88	15434	45	Sound	21; 0; UN_0; sounds//tax.wav	21	0	UN_0	887675	670	2	n/a	n/a	670	n/a	incorrect	89
89	15434	45	Response	1	n/a	n/a	n/a	901332	14327	1	n/a	n/a	n/a	n/a	n/a	n/a
90	15434	47	Picture	trial_start	trial_start	n/a	n/a	918006	0	1	667	7	0	next	other	0
91	15434	47	Picture	22; 10; UN_0; pictures//target//milk.jpg	22	10	UN_0	918673	667	7	28000	7	580	next	miss	0
92	15434	47	Sound	22; 0; UN_0; sounds//budget.wav	22	0	UN_0	918676	670	2	n/a	n/a	670	n/a	hit	93
93	15434	47	Response	11	n/a	n/a	n/a	931583	13576	1	n/a	n/a	n/a	n/a	n/a	n/a
94	15434	49	Picture	trial_start	trial_start	n/a	n/a	951840	0	1	667	7	0	next	other	0
95	15434	49	Picture	23; 50; No; pictures//nontarget//film.jpeg	23	50	No	952507	667	7	25167	7	580	next	miss	0
96	15434	49	Sound	23; 0; No; sounds//empty.wav	23	0	No	952510	670	2	n/a	n/a	670	n/a	hit	97
97	15434	49	Response	21	n/a	n/a	n/a	966211	14371	1	n/a	n/a	n/a	n/a	n/a	n/a
98	15434	51	Picture	trial_start	trial_start	n/a	n/a	982840	0	1	667	7	0	next	other	0
99	15434	51	Picture	24; 10; UN_0; pictures//nontarget//monkey.jpeg	24	10	UN_0	983507	667	7	25834	7	580	next	miss	0
100	15434	51	Sound	24; 0; UN_0; sounds//seed.wav	24	0	UN_0	983510	670	2	n/a	n/a	670	n/a	hit	101
101	15434	51	Response	21	n/a	n/a	n/a	996163	13323	1	n/a	n/a	n/a	n/a	n/a	n/a
102	15434	53	Picture	trial_start	trial_start	n/a	n/a	1014508	0	1	2667	7	0	next	other	0
103	15434	53	Sound	25; 45; C; sounds//whale.wav	25	45	C	1015178	670	2	n/a	n/a	670	n/a	hit	105
104	15434	53	Picture	25; 40; C; pictures//target//shark.jpg	25	40	C	1017174	2667	7	23667	7	2580	next	miss	0
105	15434	53	Response	11	n/a	n/a	n/a	1031161	16653	1	n/a	n/a	n/a	n/a	n/a	n/a
106	15434	55	Picture	trial_start	trial_start	n/a	n/a	1046008	0	1	667	7	0	next	other	0
107	15434	55	Picture	26; 10; UN_0; pictures//nontarget//bowtie.jpeg	26	10	UN_0	1046675	667	7	25000	7	580	next	miss	0
108	15434	55	Sound	26; 0; UN_0; sounds//tear.wav	26	0	UN_0	1046678	670	2	n/a	n/a	670	n/a	hit	109
109	15434	55	Response	21	n/a	n/a	n/a	1062691	16683	1	n/a	n/a	n/a	n/a	n/a	n/a
110	15434	57	Picture	trial_start	trial_start	n/a	n/a	1076842	0	1	667	7	0	next	other	0
111	15434	57	Picture	27; 30; P; pictures//nontarget//panda.jpg	27	30	P	1077508	667	7	24834	7	580	next	miss	0
112	15434	57	Sound	27; 0; P; sounds//panel.wav	27	0	P	1077512	670	2	n/a	n/a	670	n/a	hit	113
113	15434	57	Response	21	n/a	n/a	n/a	1088241	11400	1	n/a	n/a	n/a	n/a	n/a	n/a
114	15434	59	Picture	trial_start	trial_start	n/a	n/a	1107509	0	1	667	7	0	next	other	0
115	15434	59	Picture	28; 50; No; pictures//target//pancake.jpeg	28	50	No	1108175	667	7	25000	7	580	next	miss	0
116	15434	59	Sound	28; 0; No; sounds//empty.wav	28	0	No	1108179	670	2	n/a	n/a	670	n/a	hit	117
117	15434	59	Response	11	n/a	n/a	n/a	1121679	14170	1	n/a	n/a	n/a	n/a	n/a	n/a
118	15434	61	Picture	trial_start	trial_start	n/a	n/a	1138342	0	1	2667	7	0	next	other	0
119	15434	61	Sound	29; 45; C; sounds//pear.wav	29	45	C	1139013	671	2	n/a	n/a	670	n/a	hit	121
120	15434	61	Picture	29; 40; C; pictures//nontarget//avocado.jpg	29	40	C	1141009	2667	7	23834	7	2580	next	miss	0
121	15434	61	Response	21	n/a	n/a	n/a	1153399	15057	1	n/a	n/a	n/a	n/a	n/a	n/a
122	15434	63	Picture	trial_start	trial_start	n/a	n/a	1170010	0	1	2667	7	0	next	other	0
123	15434	63	Sound	30; 45; C; sounds//pamphlet.wav	30	45	C	1170680	670	2	n/a	n/a	670	n/a	hit	125
124	15434	63	Picture	30; 40; C; pictures//target//book.jpg	30	40	C	1172676	2667	7	22500	13	2580	next	miss	0
125	15434	63	Response	11	n/a	n/a	n/a	1182579	12569	2	n/a	n/a	n/a	n/a	n/a	n/a
126	15434	64	Picture	0;222;blockend	0	222	blockend	1195177	0	7	333	13	0	next	other	0
127	15434	65	Picture	0;111;blockstart	0	111	blockstart	1195510	0	7	167	7	0	next	other	0
128	15434	66	Picture	block_tar_pic	block_tar_pic	n/a	n/a	1195677	0	1	51667	1	0	next	other	0
129	15434	66	Sound	block_tar_sound	block_tar_sound	n/a	n/a	1195683	6	1	n/a	n/a	0	n/a	other	0
130	15434	68	Picture	trial_start	trial_start	n/a	n/a	1252511	0	1	2667	7	0	next	other	0
131	15434	68	Sound	1; 25; UN_200; sounds//orange.wav	1	25	UN_200	1253181	670	1	n/a	n/a	670	n/a	hit	133
132	15434	68	Picture	1; 20; UN_200; pictures//target//skunk.jpg	1	20	UN_200	1255177	2667	7	23334	7	2580	next	miss	0
133	15434	68	Response	11	n/a	n/a	n/a	1267496	14986	1	n/a	n/a	n/a	n/a	n/a	n/a
134	15434	70	Picture	trial_start	trial_start	n/a	n/a	1283678	0	1	667	7	0	next	other	0
135	15434	70	Picture	2; 30; P; pictures//nontarget//Ladybug.jpg	2	30	P	1284344	667	7	24834	7	580	next	miss	0
136	15434	70	Sound	2; 0; P; sounds//labor.wav	2	0	P	1284348	670	2	n/a	n/a	670	n/a	hit	137
137	15434	70	Response	21	n/a	n/a	n/a	1294737	11059	1	n/a	n/a	n/a	n/a	n/a	n/a
138	15434	72	Picture	trial_start	trial_start	n/a	n/a	1314345	0	1	667	7	0	next	other	0
139	15434	72	Picture	3; 50; No; pictures//target//whisk.jpeg	3	50	No	1315012	667	7	24834	7	580	next	miss	0
140	15434	72	Sound	3; 0; No; sounds//empty.wav	3	0	No	1315015	670	2	n/a	n/a	670	n/a	hit	141
141	15434	72	Response	11	n/a	n/a	n/a	1327127	12782	1	n/a	n/a	n/a	n/a	n/a	n/a
142	15434	74	Picture	trial_start	trial_start	n/a	n/a	1345012	0	1	2667	7	0	next	other	0
143	15434	74	Sound	4; 45; C; sounds//lobster.wav	4	45	C	1345682	670	2	n/a	n/a	670	n/a	hit	145
144	15434	74	Picture	4; 40; C; pictures//nontarget//shrimp.png	4	40	C	1347679	2667	7	23834	7	2580	next	miss	0
145	15434	74	Response	21	n/a	n/a	n/a	1365926	20914	1	n/a	n/a	n/a	n/a	n/a	n/a
146	15434	76	Picture	trial_start	trial_start	n/a	n/a	1376679	0	1	2667	7	0	next	other	0
147	15434	76	Sound	5; 25; UN_200; sounds//lung.wav	5	25	UN_200	1377349	670	2	n/a	n/a	670	n/a	hit	149
148	15434	76	Picture	5; 20; UN_200; pictures//nontarget//microscope.jpg	5	20	UN_200	1379346	2667	7	24000	7	2580	next	miss	0
149	15434	76	Response	21	n/a	n/a	n/a	1394306	17627	1	n/a	n/a	n/a	n/a	n/a	n/a
150	15434	78	Picture	trial_start	trial_start	n/a	n/a	1408513	0	1	667	7	0	next	other	0
151	15434	78	Picture	6; 10; UN_0; pictures//target//smoke.jpg	6	10	UN_0	1409179	667	7	25000	7	580	next	miss	0
152	15434	78	Sound	6; 0; UN_0; sounds//belly.wav	6	0	UN_0	1409183	670	2	n/a	n/a	670	n/a	hit	153
153	15434	78	Response	11	n/a	n/a	n/a	1421858	13345	1	n/a	n/a	n/a	n/a	n/a	n/a
154	15434	80	Picture	trial_start	trial_start	n/a	n/a	1439347	0	1	2667	7	0	next	other	0
155	15434	80	Sound	7; 45; C; sounds//table.wav	7	45	C	1440017	670	1	n/a	n/a	670	n/a	incorrect	157
156	15434	80	Picture	7; 40; C; pictures//target//desk.jpg	7	40	C	1442013	2667	7	24000	7	2580	next	miss	0
157	15434	80	Response	2	n/a	n/a	n/a	1452876	13529	1	n/a	n/a	n/a	n/a	n/a	n/a
158	15434	82	Picture	trial_start	trial_start	n/a	n/a	1471180	0	1	2667	7	0	next	other	0
159	15434	82	Sound	8; 45; C; sounds//charger.wav	8	45	C	1471850	670	1	n/a	n/a	670	n/a	miss	0
160	15434	82	Picture	8; 40; C; pictures//nontarget//battery.jpg	8	40	C	1473847	2667	7	22834	7	2580	next	miss	0
161	15434	84	Picture	trial_start	trial_start	n/a	n/a	1501847	0	1	667	7	0	next	other	0
162	15434	84	Picture	9; 50; No; pictures//nontarget//seatbelt.jpeg	9	50	No	1502514	667	7	26000	7	580	next	miss	0
163	15434	84	Sound	9; 0; No; sounds//empty.wav	9	0	No	1502517	670	3	n/a	n/a	670	n/a	hit	164
164	15434	84	Response	21	n/a	n/a	n/a	1519604	17757	1	n/a	n/a	n/a	n/a	n/a	n/a
165	15434	86	Picture	trial_start	trial_start	n/a	n/a	1533681	0	1	667	7	0	next	other	0
166	15434	86	Picture	10; 30; P; pictures//target//clock.jpg	10	30	P	1534348	667	7	26334	7	580	next	miss	0
167	15434	86	Sound	10; 0; P; sounds//closet.wav	10	0	P	1534351	670	2	n/a	n/a	670	n/a	hit	168
168	15434	86	Response	11	n/a	n/a	n/a	1557873	24192	1	n/a	n/a	n/a	n/a	n/a	n/a
169	15434	88	Picture	trial_start	trial_start	n/a	n/a	1565848	0	1	666	8	0	next	other	0
170	15434	88	Picture	11; 10; UN_0; pictures//nontarget//Sushi.jpg	11	10	UN_0	1566514	666	8	26001	8	580	next	miss	0
171	15434	88	Sound	11; 0; UN_0; sounds//dirt.wav	11	0	UN_0	1566518	670	1	n/a	n/a	670	n/a	hit	172
172	15434	88	Response	21	n/a	n/a	n/a	1582173	16325	1	n/a	n/a	n/a	n/a	n/a	n/a
173	15434	90	Picture	trial_start	trial_start	n/a	n/a	1597682	0	1	667	7	0	next	other	0
174	15434	90	Picture	12; 30; P; pictures//target//peacock.jpg	12	30	P	1598349	667	7	26167	7	580	next	miss	0
175	15434	90	Sound	12; 0; P; sounds//peace.wav	12	0	P	1598352	670	2	n/a	n/a	670	n/a	hit	176
176	15434	90	Response	11	n/a	n/a	n/a	1610433	12751	1	n/a	n/a	n/a	n/a	n/a	n/a
177	15434	92	Picture	trial_start	trial_start	n/a	n/a	1629682	0	1	667	7	0	next	other	0
178	15434	92	Picture	13; 30; P; pictures//nontarget//microwave.jpg	13	30	P	1630349	667	7	25000	7	580	next	miss	0
179	15434	92	Sound	13; 0; P; sounds//mile.wav	13	0	P	1630352	670	2	n/a	n/a	670	n/a	hit	180
180	15434	92	Response	21	n/a	n/a	n/a	1646842	17160	1	n/a	n/a	n/a	n/a	n/a	n/a
181	15434	94	Picture	trial_start	trial_start	n/a	n/a	1660516	0	1	2667	7	0	next	other	0
182	15434	94	Sound	14; 25; UN_200; sounds//glimpse.wav	14	25	UN_200	1661186	670	2	n/a	n/a	670	n/a	hit	184
183	15434	94	Picture	14; 20; UN_200; pictures//nontarget//mango.jpg	14	20	UN_200	1663183	2667	7	22834	7	2580	next	miss	0
184	15434	94	Response	21	n/a	n/a	n/a	1674892	14375	1	n/a	n/a	n/a	n/a	n/a	n/a
185	15434	96	Picture	trial_start	trial_start	n/a	n/a	1691183	0	1	2667	7	0	next	other	0
186	15434	96	Sound	15; 45; C; sounds//beetle.wav	15	45	C	1691853	670	1	n/a	n/a	670	n/a	hit	188
187	15434	96	Picture	15; 40; C; pictures//nontarget//fly.jpg	15	40	C	1693850	2667	7	22834	7	2580	next	miss	0
188	15434	96	Response	21	n/a	n/a	n/a	1710752	19568	1	n/a	n/a	n/a	n/a	n/a	n/a
189	15434	98	Picture	trial_start	trial_start	n/a	n/a	1721850	0	1	2667	7	0	next	other	0
190	15434	98	Sound	16; 25; UN_200; sounds//cell.wav	16	25	UN_200	1722520	670	1	n/a	n/a	670	n/a	hit	192
191	15434	98	Picture	16; 20; UN_200; pictures//target//lock.jpg	16	20	UN_200	1724517	2667	7	22834	7	2580	next	miss	0
192	15434	98	Response	11	n/a	n/a	n/a	1735483	13633	2	n/a	n/a	n/a	n/a	n/a	n/a
193	15434	100	Picture	trial_start	trial_start	n/a	n/a	1752518	0	1	667	7	0	next	other	0
194	15434	100	Picture	17; 50; No; pictures//nontarget//mouth.jpeg	17	50	No	1753184	667	7	25834	7	580	next	miss	0
195	15434	100	Sound	17; 0; No; sounds//empty.wav	17	0	No	1753188	670	2	n/a	n/a	670	n/a	hit	196
196	15434	100	Response	21	n/a	n/a	n/a	1763241	10723	1	n/a	n/a	n/a	n/a	n/a	n/a
197	15434	102	Picture	trial_start	trial_start	n/a	n/a	1784185	0	1	2667	7	0	next	other	0
198	15434	102	Sound	18; 45; C; sounds//lizard.wav	18	45	C	1784855	670	1	n/a	n/a	670	n/a	hit	200
199	15434	102	Picture	18; 40; C; pictures//target//snake.jpg	18	40	C	1786851	2667	7	24000	7	2580	next	miss	0
200	15434	102	Response	11	n/a	n/a	n/a	1800330	16146	1	n/a	n/a	n/a	n/a	n/a	n/a
201	15434	104	Picture	trial_start	trial_start	n/a	n/a	1816018	0	1	667	7	0	next	other	0
202	15434	104	Picture	19; 10; UN_0; pictures//target//brick.jpg	19	10	UN_0	1816685	667	7	27167	7	580	next	miss	0
203	15434	104	Sound	19; 0; UN_0; sounds//promise.wav	19	0	UN_0	1816688	670	1	n/a	n/a	670	n/a	hit	204
204	15434	104	Response	11	n/a	n/a	n/a	1826580	10562	1	n/a	n/a	n/a	n/a	n/a	n/a
205	15434	106	Picture	trial_start	trial_start	n/a	n/a	1849019	0	1	667	7	0	next	other	0
206	15434	106	Picture	20; 30; P; pictures//nontarget//wing.png	20	30	P	1849685	667	7	24834	7	580	next	miss	0
207	15434	106	Sound	20; 0; P; sounds//winner.wav	20	0	P	1849689	670	2	n/a	n/a	670	n/a	hit	208
208	15434	106	Response	21	n/a	n/a	n/a	1863539	14520	1	n/a	n/a	n/a	n/a	n/a	n/a
209	15434	108	Picture	trial_start	trial_start	n/a	n/a	1879686	0	1	667	7	0	next	other	0
210	15434	108	Picture	21; 50; No; pictures//target//toothpick.jpeg	21	50	No	1880353	667	7	25000	7	580	next	miss	0
211	15434	108	Sound	21; 0; No; sounds//empty.wav	21	0	No	1880356	670	2	n/a	n/a	670	n/a	hit	212
212	15434	108	Response	11	n/a	n/a	n/a	1888499	8813	1	n/a	n/a	n/a	n/a	n/a	n/a
213	15434	110	Picture	trial_start	trial_start	n/a	n/a	1910520	0	1	667	7	0	next	other	0
214	15434	110	Picture	22; 10; UN_0; pictures//nontarget//bamboo.jpg	22	10	UN_0	1911186	667	7	24834	7	580	next	miss	0
215	15434	110	Sound	22; 0; UN_0; sounds//survey.wav	22	0	UN_0	1911190	670	1	n/a	n/a	670	n/a	hit	216
216	15434	110	Response	21	n/a	n/a	n/a	1926050	15531	1	n/a	n/a	n/a	n/a	n/a	n/a
217	15434	112	Picture	trial_start	trial_start	n/a	n/a	1941187	0	1	667	7	0	next	other	0
218	15434	112	Picture	23; 10; UN_0; pictures//target//tank.jpg	23	10	UN_0	1941853	667	7	25000	7	580	next	miss	0
219	15434	112	Sound	23; 0; UN_0; sounds//gown.wav	23	0	UN_0	1941857	670	3	n/a	n/a	670	n/a	hit	220
220	15434	112	Response	11	n/a	n/a	n/a	1962598	21411	1	n/a	n/a	n/a	n/a	n/a	n/a
221	15434	114	Picture	trial_start	trial_start	n/a	n/a	1972020	0	1	2667	7	0	next	other	0
222	15434	114	Sound	24; 25; UN_200; sounds//poetry.wav	24	25	UN_200	1972690	670	1	n/a	n/a	670	n/a	hit	224
223	15434	114	Picture	24; 20; UN_200; pictures//target//truck.jpg	24	20	UN_200	1974687	2667	7	24000	7	2580	next	miss	0
224	15434	114	Response	11	n/a	n/a	n/a	1991668	19647	1	n/a	n/a	n/a	n/a	n/a	n/a
225	15434	116	Picture	trial_start	trial_start	n/a	n/a	2003854	0	1	667	7	0	next	other	0
226	15434	116	Picture	25; 30; P; pictures//target//garlic.jpg	25	30	P	2004521	667	7	27000	7	580	next	miss	0
227	15434	116	Sound	25; 0; P; sounds//garden.wav	25	0	P	2004524	670	2	n/a	n/a	670	n/a	hit	228
228	15434	116	Response	11	n/a	n/a	n/a	2016087	12234	1	n/a	n/a	n/a	n/a	n/a	n/a
229	15434	118	Picture	trial_start	trial_start	n/a	n/a	2036688	0	1	667	7	0	next	other	0
230	15434	118	Picture	26; 50; No; pictures//nontarget//shower.jpeg	26	50	No	2037355	667	7	24834	7	580	next	miss	0
231	15434	118	Sound	26; 0; No; sounds//empty.wav	26	0	No	2037358	670	1	n/a	n/a	670	n/a	hit	232
232	15434	118	Response	21	n/a	n/a	n/a	2053787	17099	1	n/a	n/a	n/a	n/a	n/a	n/a
233	15434	120	Picture	trial_start	trial_start	n/a	n/a	2067355	0	1	2667	7	0	next	other	0
234	15434	120	Sound	27; 45; C; sounds//veil.wav	27	45	C	2068025	670	2	n/a	n/a	670	n/a	hit	236
235	15434	120	Picture	27; 40; C; pictures//target//mask.jpeg	27	40	C	2070022	2667	7	23167	7	2580	next	miss	0
236	15434	120	Response	11	n/a	n/a	n/a	2080647	13292	1	n/a	n/a	n/a	n/a	n/a	n/a
237	15434	122	Picture	trial_start	trial_start	n/a	n/a	2098355	0	1	667	7	0	next	other	0
238	15434	122	Picture	28; 50; No; pictures//target//hook.jpeg	28	50	No	2099022	667	7	25000	7	580	next	miss	0
